,image,label,features_pca
225,data02/fruits_360/Training/data02/fruits-360/apple_6/r1_216.jpg,apple_6,"[47.744658110811734,6.176483229945628,4.325521060252052,-7.97560170074118,3.952601062025086,-2.46760174254335,-6.461572354408507,-10.402435007910318,13.001271238160609,8.339510209006642,-1.633278863421673,1.243627512672271,2.731854381854457,-3.7044797209444975,0.334717569986222,1.6631642542707326,1.8400791132053602,0.4336809228009886,2.897734994323988,3.184100598648657,0.3195355248134034,3.7807865241191867,3.662675908659444,4.822190916910822,-1.1084101326965066,-2.7740696426119604,-4.5340590630452615,4.267493049568303,1.608736696371503,0.6707686958487628,3.1492153369595246,-1.9939713744134768,-2.704691964496815,3.893689252360858,-3.1320825491986235,-3.1601843118908644,-5.804503734886001,3.2102354189864726,-0.9905172467709855,3.659847947030232,4.9778148241249935,-2.4291358617822003,-3.052066670481926,-1.966126777019255,-2.6001593248304826,-0.47332668743276646,2.0887666191515963,1.4317666949346777,5.547960557408557,-1.024906285832791,2.869608510342888,-0.27839328632458454,0.694973426292377,1.770364077163899,0.27237988056934104,0.8266824642972617,1.7057158899575189,-0.22432360346806282,-1.8093372018153198,-0.2751421468323705,-0.44501452652627793,1.2203357068924572,1.7362902279778403,0.1616993764077875,-2.142475056627511,-0.21319244798425255,1.282426437261012,0.10894148144193015,2.1072832800414125,0.36273213842166224,-0.2652148520926598,-0.2663867500358426,0.031250739980740454,0.2084052545083783,-0.3417056464128672,2.2504918776556675,0.155558592668234,0.15066757765579522,-1.904562539798467,-1.6129540294125333,-1.6340739036424998,-0.0049853332496959495,-0.33472993638362003,-1.8057411824344074,-0.5788923504478544,3.5182363053099337,0.7415222303989565,-0.10177133893564323,-1.8440279317860335,-1.4145204127985687,-0.39622525223107474,-2.2385021952225226,0.5195545664562369,1.8523333943452647,-0.2569223577907099,-0.5525650254103731,-0.9177019624787368,-0.7487679415561738,-0.6181101099897444,2.0250263305555314]"
226,data02/fruits_360/Training/data02/fruits-360/apple_6/r1_218.jpg,apple_6,"[45.0109813501143,4.666961425310477,1.2458175292012803,-7.937768987100702,5.5714618992144045,-1.234850022207608,-6.620905334293551,-10.47980069805349,11.900646705956825,7.720667077263317,-0.15012792179055376,2.4068446423732253,2.4826610132780558,-4.362286688761471,0.916495388478069,0.9853312248395572,0.9518729912441332,0.1151867969085311,3.246810657133493,2.1815392883348665,0.8860929272000552,3.5545114580240074,3.8092891161481397,3.517298353482389,-1.7102625927650617,-2.0461322374701436,-3.7367094064131705,3.8305003581508634,-0.6587130559776755,-0.19677046788268138,4.187014315377037,-0.5575646233675667,-2.3003910651886783,1.8997571083815838,-2.5563102293811713,-1.5413162379073995,-5.148255092080766,0.863532570240857,-0.3765013091596509,2.4210770753180415,2.2630229787595226,-0.9078240149709516,-3.4051777189486763,-2.921792130007178,-2.7536089264674493,-0.5717996609650273,1.208052191072084,-0.10624350751562181,6.72652623128395,-0.5944512130563422,3.3791462665041094,0.47191261141173035,-0.45059777054370387,-0.14743803505722636,0.08553093228702531,0.9410649433000283,1.5149653924463773,1.1053618972750343,-0.45137247566601185,-0.4289987533649277,-0.2977439896925529,2.070975700860572,2.022446795802869,-1.5639471466667352,-3.0672415885705773,1.329465452710312,1.7138709308086986,-0.5073364460840334,1.8270384559563997,-1.463380604904037,-0.684900613049347,-0.8463191046208548,-0.4031906207575128,0.6984163471211765,0.38958963847472405,-0.9233026866693085,0.5741914899407436,0.5536515481828067,-2.32611888305642,-1.916213651397665,0.5865527085095241,0.2873831013113606,-1.659036298312133,-2.5297404930139398,-1.6200018605880409,4.583554394029898,1.3451388197622085,-0.3603516618522224,-1.514433690294591,-3.031205266011989,-1.0756387233796345,-2.3267507884643046,-1.655317625178115,2.0041180676631485,-0.5685657570365353,2.048878919719128,-1.2025155394726261,-1.6888811008647213,-1.6893869019766419,2.283198011187303]"
227,data02/fruits_360/Training/data02/fruits-360/apple_6/r1_22.jpg,apple_6,"[29.822329650304397,2.194900089854335,2.0280184663095104,3.5527392284954016,2.3611138330547843,-4.953183397503502,1.5528818532669462,6.818990222780193,-2.727238913468966,-6.21197095402171,-1.0371176086687002,2.2938327338580837,3.6893772242575973,0.8245697545309865,3.1560945499706543,6.46444721009308,-0.7905635067474337,3.5777625225731073,-7.300561985989064,6.318909926643527,-5.305230789213756,-4.26248448994148,-5.073544305745309,2.426277450057948,4.426565087185075,-1.2865408480490224,1.7411239435043098,-0.5452183333842415,1.5131735804676412,-2.814657336266294,-1.3671214899788768,1.1566192805814535,-0.22376688493700395,-4.806993383510478,-0.28968318272381643,3.1171768652738945,-0.9080380277677316,0.5698615607072686,2.7439457575030537,0.5856787337405337,-1.608203344117715,-0.3053465351828577,-0.7279064668058618,-0.5810858739328372,-2.8959869388242265,4.800700299792169,-1.0966647653670794,-3.86558801128915,1.0111593511630113,-0.1596257652543782,1.6002886701390673,0.7028791725126178,0.9133838099975043,-4.3374920104851284,-2.9810242454196594,-0.5598206248819141,-1.9026213040586484,2.624598996590631,-1.5429705140016177,-1.493979984832677,-0.7727604246694622,-0.20614362393062707,0.9282564680356419,0.8807748564926388,-3.7468823802837403,-3.7382550146643414,1.8736894234015529,2.0700554804553257,3.8477443676742875,1.7569952360524799,-0.7822814490173955,-2.0409929979296955,-1.467419007933614,1.08357894993097,0.9507112689308603,-0.8783470224050464,-0.6608266167110352,-0.2647070754239092,1.133111485864555,-2.344865603900959,-3.9545097861280047,-2.2126337416028687,-0.19288128479680972,-0.9168485306532828,-0.9825635966013774,-0.04998597016699247,1.186356833327661,-0.6608947646320632,-3.2992369611867214,2.323126513711046,0.6915537626455469,0.12362651422101958,0.3039257110641942,-2.2816437282621482,-1.8282781613846917,-0.4541206359481945,0.8853351288702915,2.231522927296184,-0.47956492324380084,-1.603363572184056]"
228,data02/fruits_360/Training/data02/fruits-360/apple_6/r1_220.jpg,apple_6,"[44.25687011679259,3.6513151635449987,0.30770649364492536,-7.178429827531859,6.344529350422425,-1.3142664958807924,-5.92511231324841,-10.832038252207475,11.866534873108737,7.45049517854828,-0.0025181988184595546,1.9132891929657492,2.2913584428842357,-3.6939416048026867,0.6775701537182265,0.1458395778382209,0.9087931776392834,-0.9894064573064653,4.320905115349728,2.3263825215911242,1.541375778264409,4.559318623601329,3.321719661329709,4.026015786453324,-2.040150110285282,-1.910481259046943,-3.8910556146504702,5.180444365752912,-0.3220769659799636,-0.4873008182808736,2.787606428327522,0.8171635904365115,-2.732849960955456,2.067148087262579,-1.9674625500453131,-0.9142174553575118,-4.727781271010629,0.46306420713336344,0.2042883417488175,2.5456322540262564,1.4670303251681966,-1.0191958453104277,-2.834382689335379,-2.818247656885128,-2.703254172082135,0.2105231910244026,0.5802557356844726,-1.4550071032266825,7.604354337928716,-0.9829638296001474,4.089135566546047,0.06529105639209203,0.7782436805227979,-1.0012869799041453,-0.4067767335401816,0.16183169085337204,2.647810203714762,1.3971118603842805,-0.8276464735911025,0.1746661987640709,0.2809732584358816,2.4541365191502575,2.59259444761044,-1.4612175192835537,-3.3319177892812917,0.6508463401828244,1.8954641323258734,-0.12873077781649425,1.0659191591702781,-2.0505562503594654,-0.2301886934235015,-0.6935516442307762,-0.22003725815596842,0.7471458673163264,0.2502896903732141,-1.4367104219921698,0.3283340908727715,1.1146179511241512,-1.8654177109443562,-1.1989428241513878,1.580758597371228,0.22631061279620138,-1.7511531886280818,-2.604957482592721,-1.7864307771846732,5.511130164048157,0.09405400774313676,-1.0404629101806184,-1.9013584157708199,-2.893554478151862,-1.7669221961982133,-1.3180837405953527,-2.607771321572983,2.296857128419941,0.17430909906061792,3.4433221471068265,-0.30898876676588444,-1.8446295737857494,-1.4461066134761271,3.345573344854205]"
229,data02/fruits_360/Training/data02/fruits-360/apple_6/r1_222.jpg,apple_6,"[43.96930782845632,4.970734986197825,1.148690992497114,-7.494468325911158,5.999453821933037,-2.541224172484226,-5.744071345282831,-9.676179966090645,9.91847421133706,6.062764581457626,-0.33397254909479096,3.401828071725127,2.2646980210399916,-5.669694380075537,1.425925290043572,0.7978728232123935,-0.2860465272628028,-1.700465456673326,4.112994044593286,0.8105476035548136,1.7419766791993962,4.3666483200999995,2.438389486923501,3.6921581795697915,-1.11112320305178,-1.6219306934658413,-2.479713212654963,5.848233407809836,-0.06562305597672584,-0.3038419277992739,1.8416823410020637,1.2604517925809506,-1.2185655855992894,0.8768014427538174,-1.747887009406344,0.46260792656547567,-3.786578546026844,0.45853245286273975,0.26715415873001314,1.8817955553612074,1.3690244073654358,-0.16710722139151313,-3.07195541538309,-2.440965391788795,-1.5412223426886542,-0.44000111459055974,0.5643311563207228,-2.390303017303042,7.282744416143421,-1.4900515839274462,3.496157361261938,1.152172464681635,-1.2122314830613492,-0.022899194814879273,-0.3260512363364773,0.545569924818013,2.588986228202646,2.465149339764254,-0.5743637871465239,1.2445260830688185,-1.0324598633322974,0.976980558207388,1.1823177485667191,-1.3608468775595945,-3.2065133414335154,-0.14717378527504096,2.2562379721023356,0.5971323623640779,1.78460651842564,-0.9928564775229737,-0.4565015558569919,-1.8062400960155205,0.16447434496211755,0.4258855375443621,0.9759235122171649,-0.8370711175167493,-0.3894690784861212,-0.9466634778877466,-1.5470660495428663,-0.8288530242578441,1.3725101443630834,1.1107427775918468,-1.4042118394465875,-2.8626014053649365,-0.896127754065759,4.127922736077173,1.0872613972972467,-1.7920734629582025,-0.8798826276240228,-3.676062164742442,-1.7892216066427904,-1.8016362803885855,-1.868115708380864,1.6394094997810544,-0.8803905200418753,3.1372777430389167,-0.8666795075085992,-1.7702095368254362,-1.233394332568568,2.080773727543178]"
230,data02/fruits_360/Training/data02/fruits-360/apple_6/r1_224.jpg,apple_6,"[42.898914053785525,5.12282405712383,-0.5041881557895689,-7.052505414557634,6.224676733867346,-2.5087717892320316,-4.584055569974136,-6.999257504209281,7.426145037940783,4.20869706637681,1.1308646375986882,4.076230214341714,2.989670470262561,-4.461748182893505,0.6341874761600422,0.48113607895105104,-0.3615992080110572,-2.1657499438757655,3.960381521569488,0.778611086337716,2.455178859805978,4.496123506278637,0.8538285117242177,3.7775182563363683,-0.6440188822872316,-0.9303787276831401,-2.7529582612336445,5.72772407121544,0.8580096545676381,0.17291020776727065,1.7997130077847263,1.8485789424714278,-1.9134226960506902,0.9000026280653076,-1.7368769342925783,2.627509502728839,-2.8977483530018993,-1.0736266157964598,-0.2813320823789501,-0.20077508207598066,-0.873343366211183,0.616702630492034,-2.700201201545252,-1.5696239512598926,-1.1315329374561387,-1.061728701314492,1.3076871432174715,-1.838163755848722,7.105448284516956,-3.8921772263624064,3.1429331775301166,2.639373971979839,-0.6954126461429377,-1.815939207556431,0.2860866565184748,-1.316253737857516,0.7832600423368296,1.2967700887215492,0.9405422180081043,0.4823919520865441,0.5232709978022085,-0.8778024591062987,0.8173390487893625,-2.5936282408755003,-2.9862067156409213,-0.5106462117586619,1.9550113997246217,-1.1664830792708387,-0.22795200991405126,-1.0112186901728555,-1.2305484518794154,-1.311455004491624,0.39576393912180236,-0.41205845621178383,1.2213228547177268,-0.4439816741337395,-0.21140721861134956,-1.2042737373718018,0.029992710638747158,-0.044975117361506264,2.990242740267336,-0.31631156350295664,-2.171211513573358,-1.9507902215871114,-1.3341180788937257,3.00443344453544,0.8039190107058344,-0.9919589520845963,-0.9791204221372504,-2.5304745111324283,-2.5458870021000157,-1.2172607890779592,-1.7573590761211295,2.1782574819913845,1.2664943104626967,1.8839793734624084,-0.22222249121801188,-1.3588742819595463,-2.2637414483609914,0.843525598797318]"
231,data02/fruits_360/Training/data02/fruits-360/apple_6/r1_226.jpg,apple_6,"[41.03014466551695,6.110211599301471,-0.5083748030798515,-4.382866875438175,6.790135715678886,-5.2733895153207655,-2.254535176840804,-3.4932126258647354,3.5557892096404786,2.6345374379812885,0.199692736101464,6.435142840929858,6.86792389789753,-4.670314256702289,2.386108683069412,2.2817685202,0.16408305873856283,-1.7038371721338725,2.9046489474026984,0.8875090257071572,2.059141813530617,2.4311667341869856,2.3088696521915466,2.0774912061792703,1.6864457676804057,1.243636255997733,-0.5998959467095762,3.1559488551447132,2.4562281898277427,0.8849225597059939,-0.09045575793879211,1.9585323013432263,-0.8771560573421034,1.484378535623501,-1.0224868919019103,4.4747529942984645,-2.6874534246739543,-1.3995656293598917,-1.1062334230840096,0.21301283032926213,-1.1078713657819996,1.8508400560286598,-3.2362152802938757,-2.011213725687778,0.1135677720341063,-1.3010361331285578,0.6294193316158102,-0.4727192472538732,8.349999794575423,-4.835429086847021,1.3653650507458268,2.8972341255934615,-0.21869200352112733,-2.336299538641922,-0.6844329454688068,-0.3556602069956588,-0.9041614660555638,2.467624320685719,0.04279138861221365,0.09080094179270047,-1.087315405729586,-1.9145093364737762,-0.20865785604243448,-2.0424780606737776,-1.8966955206071132,0.03818196168074713,3.172634409020989,0.8738153196321852,-0.5324826469038715,1.677147560613974,0.15923440281155515,-0.43652903241509144,2.048227913818387,1.004230365599311,2.2948005579000057,-0.12086138625296557,-2.030473461019726,-2.2973042936832484,0.7823214597530175,-0.2784038683925499,2.6018215438191588,-0.3592414872841321,-1.9041027120410585,-0.2023950367960652,0.5013457479519206,0.3098939670142335,1.799249103007222,-2.0038847767692847,-0.09194768383037066,0.42880765314117925,-2.495648427496194,-0.7493425338124594,-0.8076865648553242,-0.019831242006399418,1.4025233411353253,1.71330515458972,-0.83309204317427,-1.29537694791568,-1.8893914622832124,0.5931555811380155]"
232,data02/fruits_360/Training/data02/fruits-360/apple_6/r1_228.jpg,apple_6,"[38.541939982555554,6.489853324001601,-1.280953652773157,-1.7367752990345742,6.528333929093586,-6.164530750846776,-1.2442922906180014,-0.8833805333563582,1.3798751011185835,0.6462865499175886,0.8451816376225496,6.601780640097834,6.8232846795812225,-5.5066963759694945,2.475551290680254,2.002385967954591,-0.30454124850032893,-2.529650434122124,3.594705908297652,0.5780127662272876,1.643311481086905,3.460779675389322,2.500928967172248,0.8420119185378392,2.6502903872414776,1.1850260429238197,0.2721041550365902,3.5022673451871524,1.812590737704658,1.9907875691947836,-0.38122831379849365,2.6135946898644282,-0.30896333802055137,0.7232957099948646,0.047906805548414595,6.226166293008565,-2.7781242244464934,-1.8413244415055778,-1.5668353999648863,-0.8416979242759597,-1.1961438935656195,2.6216685849196586,-3.3969457102178113,-2.0258330265069016,0.4321083764080349,-1.0267752029410335,-0.2562569690979722,0.42874988882699144,7.150069916114257,-4.750552299806795,1.0262248086836654,3.836556155087838,0.4684634327574547,-2.1708717414571885,0.10080576759793203,-0.4336411387463623,-0.6823429278336192,2.5655316218596997,-0.7391481895251137,0.041169980562995014,-1.192073091794271,-2.518187256153095,-0.49912856988936766,-2.128160956147814,-2.1274274911947,0.327554536172929,3.1277010990176697,0.5710062148342283,-0.9865740917050151,1.3438419913412774,0.09132641799904495,-0.3214968619712013,2.471285338419112,0.2952717613485654,3.423125854887438,-0.051788301924005437,-2.144736703701867,-2.1803642555415217,0.9977892964807927,-0.23198317786202333,1.8341742458320147,-1.0810886611538906,-0.9286024441867244,-0.29265631943743214,0.5908808074737295,0.45716117052103383,2.039595538482378,-1.1862070482385698,0.33878805346654883,1.7049054273292763,-1.4298639658684686,-1.1857295104164467,-0.8990493511966967,-0.9562381265544306,1.1842390504783102,2.0772145285352313,-0.022551456200619106,-2.408931634954785,-2.035860200411868,0.9292703258702333]"
233,data02/fruits_360/Training/data02/fruits-360/apple_6/r1_230.jpg,apple_6,"[36.91056856290221,7.3110104892764305,-2.369712240095908,1.2504889901026421,6.702433684476237,-6.764708177919899,-0.27796438606686497,1.6443747852597457,-0.5096513817291023,-0.01713667378861709,1.1129643661280635,6.397295337706266,8.4985027025144,-4.311035986534005,0.38988612252729427,1.1724103532546617,1.4905518392454244,-0.33595656635712257,1.7493580622709701,1.0130047478606978,1.510025595468692,5.370617450794653,3.30948741173938,-1.5462317097078757,4.148049126835031,1.9446357766073232,-1.1587741893625083,2.845353376061303,0.47010804810052786,1.9975507763222158,-0.8652550269556353,3.4756774180231327,-0.2027856610749609,1.3146913893824763,1.5879551619705259,6.78326313855347,-3.521404870532651,-1.0800420381463778,-0.6251816790720461,-0.1674775863276454,-0.8625921650079594,3.8872050435718086,-3.623120837697579,-0.5858012869289254,1.2800116132142403,-0.8694010616048097,-0.3543712153827568,1.8428136267258093,6.391566837358172,-3.005011061683288,-0.9857237665243834,4.39005130952553,-0.07445831582596943,-1.1565851701694783,1.48462333262619,-0.2993653933462918,-1.2382191527575157,2.908218416633191,-0.23629639389091833,-1.11550396829693,-0.9900380583133909,-2.446333215162821,-0.34040238005169526,-1.5697458833914624,-1.3895022077378572,0.20914295185756004,3.100984098826529,1.2670007882552226,-1.5557403823580414,1.0093525102268455,0.587642784990753,0.38658125392953807,1.4538619331185116,-0.24699707872155005,2.108831097468889,-0.28000320329867884,-1.759569744073413,-2.5366823032268435,0.9505294168263713,0.44642718626969374,1.2864684088907885,-1.7304630742546485,-0.45714263483026185,0.5608087884991275,1.175617520524753,-0.2430690743797121,3.6952981413557353,-0.07281279767087728,1.2817327307603499,1.9410717337748975,0.05169789818934571,-0.2749494128754141,-1.60381738992649,-2.8559891066938907,2.245864803811519,2.1018890384180198,0.4007771195894794,-1.8632779680002003,-1.4127674312642442,0.12901143003302593]"
234,data02/fruits_360/Training/data02/fruits-360/apple_6/r1_232.jpg,apple_6,"[35.233281068983146,8.250699365549377,-3.4279623034848696,2.864281094740608,8.13158570761046,-5.451129635043729,0.12404998589217126,3.386749590170423,-0.6021149971382009,-1.05247285202547,1.8281987554826669,5.270364248532674,9.698568288892941,-4.699111016500371,0.12857318157610334,0.1176793650629397,2.0321322211678474,0.5681643198395502,0.7087167639438506,0.9588142624299066,1.3241645404425557,6.8823096018448835,2.403615378756146,-3.5828690602833375,4.7537362757573804,1.1888672517669545,-2.629919752681201,2.2800277179809014,0.17740179286045185,2.67638757468453,-2.915475620265448,4.646247145248677,-0.22298540585632975,-0.36937273523997344,2.596582049018676,6.278263623584166,-2.5617011886620067,-1.2850450218778278,0.006256480938059494,-0.2789701762389907,-0.4540160485169513,4.721823516871867,-3.439461494086903,0.05555339663929593,1.8505999789201864,-1.2209162174817154,-1.1846733900529993,2.8445905147627437,5.410137034544095,-1.4115461813707653,-3.0056886247499253,2.907868161880141,1.590872820829704,-1.3876317569599,2.057590698059095,-0.07492121157422882,-1.5070915025480776,1.557388482262179,0.4249244686980338,-0.8567824738552019,-1.0631912489197084,-2.099541738616454,-0.9299338844822099,-1.4564798864697546,-0.34865707929827927,0.041163490669267555,2.171658048375137,1.484378691281042,-1.2870598168317868,1.281914980618974,-0.2944905938355899,-0.11283953409293768,1.7639815376130166,-1.6764723525325134,1.4677433706279244,0.6038632794995547,-1.539033770652383,-2.7529877696581857,0.4474262348342627,0.7155133791566876,2.1563953727134426,-1.2505845008976666,-0.33987428203891323,-0.2415883764134128,2.1553593337721626,0.5123752329387062,3.5702351529387633,-0.3211327894199323,0.03755889319984053,0.5276182958771278,0.7247983785031163,-0.5035805384594906,-1.590304154257601,-2.9163206976091334,1.3481953942275249,2.6164362572183637,0.262926661555046,-2.4298355678162866,-0.48614263339357766,-0.5348671532089293]"
235,data02/fruits_360/Training/data02/fruits-360/apple_6/r1_234.jpg,apple_6,"[34.4141896395005,8.802491640513889,-4.671588190383454,3.7372455960162085,8.803653071163106,-4.739276781065099,0.5079826900837251,4.917218644208062,-1.7424419569200775,-2.0450823289043827,2.855195563848613,5.253409028608799,8.69747649474477,-3.457908340453155,-0.18989620403400215,-2.203461481311018,3.1784459140058803,0.37189550712434166,-0.09255513526747498,-0.059278079438424974,1.1347383075944113,7.144250572084411,2.1175528700764863,-5.182271064479301,5.44569397341101,0.5808327325970494,-4.537383228776115,1.9894690854264108,-0.36594561574214735,2.986908287992794,-3.1172448114769504,4.171204458989104,0.22690433173357905,-1.5269856212797748,2.6762547002276684,6.08539561503364,-1.5688739744863298,0.2196549432558962,-0.36342810500058026,-0.7393404569028643,-0.5548824588242843,5.401304273073755,-4.866027372239877,1.5820831822261063,3.679843130942158,-1.5881610564992856,-1.7458309513235115,2.448009507406589,4.576939624389147,-0.5449577675550455,-3.744689688960757,2.486993770898239,2.5999509525143956,-0.4633406567258535,2.3361668469407344,0.06770367829550376,-1.9845824283652618,0.8668405729952509,1.9396230709279092,-1.0800164738151947,-0.9376361132657475,-2.659607809334324,-1.3954304155409973,-0.20615184650162793,-1.2242299400409582,-0.39741630969643754,1.6610655651555208,1.8258336895295009,-1.6234472391160317,0.7640070287956505,-0.7126744345254812,-1.0674957456977812,1.7277965535584845,-2.1433254376683295,2.010463650707616,0.999648150104117,-1.007731263061955,-2.53027092646573,0.3461482216155876,0.5987665617512965,2.3187682136773553,-0.5845993563271458,0.16663630701968565,0.3960512116277724,2.5385583349692045,0.05472661953528558,2.6202097547005643,0.3640823869037291,-0.27551024129829293,0.739918642843376,1.5564622450323065,1.4601590398184843,-0.992754293909138,-1.4171439049034988,1.380788418696181,2.5893196620911727,-1.0071415423468555,-1.0662122976929382,0.22112294240338423,-0.4072257670346244]"
236,data02/fruits_360/Training/data02/fruits-360/apple_6/r1_236.jpg,apple_6,"[33.76581795503947,8.017505473213873,-5.420807622181656,4.763310521671512,9.176429762035951,-4.703194361296404,0.4799484934775797,3.30452536655343,-1.1603261766563593,-2.095497136477082,3.821613288757708,4.723863147307504,7.241363266982753,-3.3869099374652434,-0.8372046790393245,-3.374757197621952,3.9885607038329614,0.2561739157933962,1.697520324681044,-0.5482386596666488,1.6652260352208783,7.575076475310321,2.2506142577046355,-4.987177593546109,4.945956231490164,0.3664241636273801,-5.151800427796134,2.352249186615421,-0.4357721594904688,2.9867447161894187,-2.068161354654519,3.540756502870846,-0.7430285570172014,-2.1377438108283258,2.8437893657218893,5.773087156811033,-1.7765527028583192,0.1283593449769832,0.8393381456085789,-1.2498561910834571,-1.1218921262083859,5.188188825230415,-4.307532602641288,1.4961570639840867,4.980690234010238,-1.2148748536841778,-1.7317833499783697,2.6777623563960042,3.620257303053251,-0.6379101663737784,-3.6026124531944763,3.1639359336203823,3.386488870019851,0.2197285308035676,2.8582856344386833,-0.24720735264401322,-2.4014933209712277,0.5695365173757087,1.365508100989985,-1.3085576103528391,-1.2594434707469873,-2.536316438942543,-1.8727677579935802,-0.40849874689282034,-0.22196424298674494,-0.8676402616233401,1.8276116914320215,1.8860061431847022,-0.46765114392271157,0.7376832788786448,-1.046020580074385,-0.45136458121048706,2.1425153215109964,-3.0756534210835174,1.5900147645571328,0.9150098876766937,-0.7979409097113452,-1.9083412016041976,0.008316918097515613,0.3984985388109219,0.45014078836857135,0.03213673438259897,0.08267554859778228,0.10420903658604858,2.1715586054479807,0.03549911565589542,1.0750319793139373,0.6609883268532761,-1.6023179319193372,0.8261232733383433,0.5452956638629812,1.0648283690256521,-0.8393054995171276,-0.8860707119041903,0.8148109322138856,3.149295687515645,-0.964573458475734,-0.49094816098480754,-0.39907702159869246,0.5438132825180558]"
237,data02/fruits_360/Training/data02/fruits-360/apple_6/r1_238.jpg,apple_6,"[34.00662858662022,8.166282963589303,-4.512232038636966,4.904415286995084,9.027959879332654,-4.761955912112083,0.7751403102757013,3.43586217070289,-2.3458078398794284,-2.011046936205903,4.058143599227463,4.434326946414124,6.811223342056563,-2.8926470095122663,-1.2431631111107653,-3.080289899173625,3.6187437844654617,0.8195924734510132,1.6256380805031436,-0.7758784369833021,1.4854390860042763,7.778493705085013,1.6228305127539993,-4.385493131260744,4.7306688295093355,0.5182792343715116,-5.52197175379101,1.9265686249761944,-0.5001415515307885,2.3301775629071635,-1.4083344555503015,3.3879418664539425,-0.35869148297272174,-2.6128691671518776,3.125897685666583,5.990418497191773,-1.9428256754931748,-0.43370311703320386,0.3181035702342445,-1.4136819284470423,-1.005442548164087,5.262690606064059,-4.541353930986447,2.7097253308577325,5.081078387309313,-0.8552937342833838,-1.822549610004147,3.3786540969144196,2.571334028442897,-0.5389182833211251,-3.4531222474997483,2.675436670994896,3.1743902597280593,0.6138475874290252,2.5683871989312625,-0.26375013864758695,-2.5348307673906136,0.12228259529545084,1.5703095494544623,-0.8503391411649202,-0.5116028443223706,-2.9865208818365554,-1.8702753874991627,-0.7038354218152716,-0.14088907267291909,-0.98933211064747,2.0075725352175033,2.847023508880257,0.3223800775983928,0.8902885285122221,-0.3165426727282251,-0.538964015104561,1.7261925406221201,-2.8768115483335865,0.9674224682421125,-0.0952996512325579,-0.7178478524533938,-1.4125055864116953,0.22195433959721783,-0.1411579770935793,-0.5022490520693988,0.17981163013546428,0.18071868804722507,0.22697442521977346,1.6241903134571032,0.13967991191596274,1.1806113884497054,0.6241801919100188,-2.056056585267441,0.9776706239408475,0.42750413841226304,1.1694146749664305,-0.6157699112569345,-1.3517195861075035,0.44777557989668915,2.7158283303626707,-0.9015741856741083,-0.7216191371428116,-0.19626718256089992,0.7226641791290787]"
238,data02/fruits_360/Training/data02/fruits-360/apple_6/r1_24.jpg,apple_6,"[29.072748401146814,2.3891035638764846,1.8358199454717312,2.6260060454561907,2.4862313694737668,-4.571340812353658,1.4192382083647355,7.447358289094294,-2.7802135195229574,-5.695392784451491,-0.5987660670068133,1.0986786698461644,3.3338956234237473,1.97982287621994,3.0982310765562344,6.651239462556838,-1.0668873446955105,3.6738589861446775,-8.118728489011394,7.554912899749711,-5.517350457627793,-4.198650937237712,-5.32985160841046,1.4564325665833235,3.6835335700340566,-1.7611543191600019,1.4893721535810676,-0.686577802263312,1.4254528062360567,-3.36835464174796,-0.5840386760340277,1.5512854720690523,0.401543104306099,-5.613998639918346,-1.0227925819499362,3.5502627911293807,-0.30547691282573336,0.19906573434458044,2.2482652228305273,0.7388057170692148,-0.8894639643331984,-0.0019363362964557717,0.742999751160181,-0.13205229275488528,-2.90736843147202,5.175827477658524,-1.4623108508471863,-4.719670853421416,2.0155598146201315,0.46693876884761126,2.8341379254992916,0.05470621284873209,1.136630626861666,-4.716011938256611,-3.936653193735104,-0.7752246088746997,-1.3197305241932977,2.0682052979340035,-2.6284149643658212,-0.9890750330980249,-1.2484559169930503,-0.20352526770544388,-0.12347376132718905,0.4446970333322046,-3.182522105593124,-3.66978995049113,2.0393693068135588,2.741561552880291,3.389004727845064,1.5694986023239257,-0.41639766809703144,-2.5888410147749923,-0.4584238062790803,1.8174231003077446,0.6743969435617501,0.06994106083414436,-1.3790766546798692,-1.7772319209960177,0.27505472064214714,-2.497032169612828,-2.83475567005766,-1.780551936655077,0.8915197874865499,-1.213170313935163,-1.1377356882656706,-0.37237387704902913,0.9651498806693057,0.8253507574509992,-2.746515462096363,0.6984332831618293,-0.08905485421848895,-0.06757984720836624,1.4816400632330697,-1.6075791348243749,-2.7379074291012495,-1.5710737431011923,-0.03028596811152955,0.8083907417254431,-0.7358188834494951,-1.1735660605651657]"
